subjID	group	trial	cue	choice	rt	outcome
0	hc	0	4	0	0	-1
0	hc	1	6	0	0	0
0	hc	2	2	0	0	-1
0	hc	3	6	0	0	0
0	hc	4	1	0	0	0
0	hc	5	5	1	0	0
0	hc	6	4	1	0	0
0	hc	7	4	1	0	0
0	hc	8	2	1	0	0
0	hc	9	2	1	0	0
0	hc	10	6	1	0	0
0	hc	11	7	1	0	0
0	hc	12	2	1	0	0
0	hc	13	6	0	0	0
0	hc	14	6	0	0	0
0	hc	15	6	0	0	0
0	hc	16	2	1	0	0
0	hc	17	1	1	0	0
0	hc	18	2	1	0	0
0	hc	19	6	1	0	0
0	hc	20	2	1	0	0
0	hc	21	4	1	0	0
0	hc	22	7	1	0	0
0	hc	23	4	1	0	0
0	hc	24	6	0	0	0
0	hc	25	2	1	0	0
0	hc	26	6	1	0	0
0	hc	27	6	0	0	0
0	hc	28	1	1	0	0
0	hc	29	6	0	0	0
0	hc	30	7	0	0	0
0	hc	31	6	0	0	0
0	hc	32	2	1	0	0
0	hc	33	6	1	0	0
0	hc	34	2	1	0	0
0	hc	35	4	1	0	0
0	hc	36	6	0	0	0
0	hc	37	2	1	0	0
0	hc	38	2	1	0	0
0	hc	39	2	1	0	0
0	hc	40	1	1	0	0
0	hc	41	5	1	0	0
0	hc	42	2	1	0	0
0	hc	43	2	1	0	0
0	hc	44	4	1	0	0
0	hc	45	2	1	0	0
0	hc	46	4	1	0	0
0	hc	47	2	1	0	0
0	hc	48	4	1	0	0
0	hc	49	6	0	0	0
0	hc	50	2	1	0	0
0	hc	51	4	1	0	0
0	hc	52	6	0	0	0
0	hc	53	4	1	0	0
0	hc	54	1	1	0	0
0	hc	55	4	1	0	0
0	hc	56	5	1	0	0
0	hc	57	4	1	0	0
0	hc	58	6	0	0	0
0	hc	59	4	1	0	0
0	hc	60	6	0	0	0
0	hc	61	2	1	0	0
0	hc	62	2	1	0	0
0	hc	63	6	0	0	0
0	hc	64	4	1	0	0
0	hc	65	2	1	0	0
0	hc	66	6	1	0	0
0	hc	67	3	1	0	0
0	hc	68	6	0	0	0
