mu_sigma_a,mu_sigma_n,mu_eta,mu_kappa,mu_beta,mu_bias
0.4967013456342267,0.047396748581686035,0.229949610258369,0.6730852893099255,9.693885529227828,0.09678684553184097
0.3854922905268011,0.05084100576516857,0.0873498337211341,0.7306796074695248,7.661840430013781,0.04329505500655288
0.31678913712573387,0.0736797776628185,0.17864889108924212,0.9036824876951592,7.178930384951769,0.12702937288597715
0.3508892319781769,0.06298949564924569,0.40718886722733594,0.7939771064535389,9.769633173223799,0.028725076866716392
0.4644830728505327,0.11953374756838113,0.2989779695285029,0.9606961857128977,8.729517845619746,0.0657871992097583
0.39562180461800034,0.03691748890562441,0.23740768640619628,0.7658405352508096,9.290398104102806,0.027979079666319236
0.39834281389264936,0.03614061562974749,0.16960348098277114,0.8938155339964948,6.366020000742804,0.1543339188165891
0.3805799686404212,0.034872071877233256,0.22540892264129583,0.7801620075302219,9.311085958458978,0.03130940070449752
0.3538171294036694,0.030117983713760853,0.15131346626039027,0.9237411444792102,7.5906589315440085,0.08591425531333681
0.39942762979448915,0.0474318766681337,0.2320704341077617,0.7765630630027406,9.55711530774124,0.060086083597575744
0.3285594127750855,0.041716044484975914,0.16493704275898105,0.8770606213693254,7.9526118389489,0.09450654183159851
0.4714804235662056,0.040011569226897664,0.2082747611272301,0.7120681623250357,9.175848208586393,0.053301813351803624
0.28263298185255753,0.03193901548542362,0.09949529039299972,0.6710652629651358,7.868154400153948,0.036366335563357145
0.49772278453037416,0.03870191957537267,0.20843135156778808,0.7259577892400537,9.320220667119163,0.0564474758886047
0.44718435219596847,0.070438138580182,0.1083955009780736,0.7192744695749635,8.756820277764369,0.09455989706860692
0.49772278453037416,0.03870191957537267,0.20843135156778808,0.7259577892400537,9.320220667119163,0.0564474758886047
0.41874207383172857,0.06675606947111185,0.15619177422072916,0.6992327400835101,9.09971289038465,0.07526029601510979
0.49772278453037416,0.03870191957537267,0.20843135156778808,0.7259577892400537,9.320220667119163,0.0564474758886047
0.2963977100857451,0.09733962155973169,0.19569802024063213,0.810265638753626,8.595369643229283,0.029369067410504792
0.49772278453037416,0.03870191957537267,0.20843135156778808,0.7259577892400537,9.320220667119163,0.0564474758886047
0.3290660428664744,0.04560569746627737,0.15743527856036307,0.7503125215373448,9.217714413038093,0.07107543956636035
0.48403628152052364,0.0402509021924611,0.2322494841729153,0.6956728694098345,9.571340915360771,0.06671162935796386
0.3248404659630255,0.04164547916347136,0.16177270118598075,0.7669683217239176,9.280829860271673,0.0696585098439411
0.5006055688545442,0.04117602270082151,0.2649132872298196,0.7040078845235117,9.491731034665094,0.06248417572590712
0.31794312813343795,0.035709671055118256,0.1718037201046085,0.7764951714139467,9.39560575605869,0.07204939519023776
0.4731312840244929,0.03884101828242263,0.14845635500083368,0.8299647377547248,7.763438587290246,0.14954769146659475
0.6410765956646779,0.08349494642412571,0.08591490751667624,0.883718182155261,6.757272290724499,0.17560843379573596
0.3888344842168448,0.05475211615334957,0.12479641172749344,0.5636390965158922,9.403980565245321,0.02487233514682297
0.6782583293039447,0.053846447432423256,0.17729461912065417,0.8473275405141105,7.529079342151862,0.1437554175233423
0.3870609474966601,0.05502446525850155,0.12883170012211748,0.5529555646014225,9.474365282222585,0.026505671632840098
0.5515582845603404,0.06561135951965465,0.213052906354266,0.9042077244268287,8.175863956676295,0.10602631127839578
0.3221522577522594,0.06877474889383002,0.1158639421227157,0.7337498405105669,6.884216080827974,0.09710106853525365
0.6054228360873357,0.10891616555059624,0.15462032133710196,0.8683771263502215,8.262817601156678,0.18798344936164202
0.41665476719736066,0.047780922461962506,0.13347137738726458,0.6953430295955405,8.189735002016443,0.11657197785882267
0.55619052694694,0.08818533178698353,0.20226069593850934,0.7419335990424158,8.02159158056874,0.0927564879942393
0.37692518498341543,0.08567843669804563,0.13065326955348838,0.8889331356826333,6.49877907384067,0.09056624599198831
0.5374970909920421,0.07650502338073008,0.2018088320900456,0.7446080398597479,8.277785808683833,0.09850344599513887
0.5412731577126472,0.09867254647112635,0.1322403852684787,0.773651530639353,8.473278901307788,0.14378992597075824
0.48589094736695787,0.046828560695374555,0.08317626863259463,0.602900977700092,7.77184588886718,0.04381553639154506
0.498394071699662,0.06598794777623779,0.12354647395897954,0.6941445077989293,7.866117883616376,0.08283325339488427
